run,model_as,phi,top_category,top_conf,det_conf,focal_site,pollinator,plant,Y,O_l,n,R,camera,det_category,recurrent,locally unique,possibly missing,phantom,model-elusive,weakly-supported,locally absent,possibly forbidden
A-uniform,evidence,0.5704496276223537,possibly forbidden,0.3110305311122695,0.3110305311122695,Dune system 1,Unknown insect,Teucrium capitatum,0,0,0,1,0,possibly forbidden,0.03029441830296105,0.04237953343759956,0.08472225523153938,0.11851984126537675,0.07950136377089319,0.11121622044593003,0.22233583643343052,0.3110305311122695
A-uniform,evidence,0.5336178859835354,possibly forbidden,0.3376998041484014,0.3376998041484014,Dune system 1,Ancistrocerus ebusianus,Asteriscus aquaticus,0,0,0,2,0,possibly forbidden,0.02666059063868184,0.046013361101878765,0.07455978662885293,0.12868230986806323,0.0699651431995162,0.12075244101730702,0.19566656339729868,0.3376998041484014
A-uniform,evidence,0.9905107615838435,model-elusive,0.5823748146990563,0.5823748146990563,Dune system 1,Ancistrocerus ebusianus,Cakile maritima,0,1,1,1,1,model-elusive,0.22191702643548786,0.03457666698247817,0.016804121654941565,0.002618233164569156,0.5823748146990563,0.0907392296583673,0.04409890215351236,0.00687100525158735
A-uniform,evidence,0.8282137263784022,possibly missing,0.4089786836832153,0.4089786836832153,Dune system 1,Ancistrocerus ebusianus,Daucus carota,1,0,1,2,0,possibly missing,0.14623986680516737,0.04447771741165583,0.4089786836832153,0.12438768386248468,0.05572548051291467,0.016948471227645926,0.15584350673780295,0.04739858975911317
A-uniform,evidence,0.9905107615838435,model-elusive,0.5823748146990563,0.5823748146990563,Dune system 1,Ancistrocerus ebusianus,Limonium sp.,0,1,1,1,0,model-elusive,0.22191702643548786,0.03457666698247817,0.016804121654941565,0.002618233164569156,0.5823748146990563,0.0907392296583673,0.04409890215351236,0.00687100525158735
A-uniform,evidence,0.5704496276223537,possibly forbidden,0.3110305311122695,0.3110305311122695,Dune system 1,Ancistrocerus ebusianus,Salvia rosmarinus,0,0,0,1,0,possibly forbidden,0.03029441830296105,0.04237953343759956,0.08472225523153938,0.11851984126537675,0.07950136377089319,0.11121622044593003,0.22233583643343052,0.3110305311122695
A-uniform,evidence,0.5336178859835354,possibly forbidden,0.3376998041484014,0.3376998041484014,Dune system 1,Ancistrocerus ebusianus,Sedum sediforme,0,0,0,2,0,possibly forbidden,0.02666059063868184,0.046013361101878765,0.07455978662885293,0.12868230986806323,0.0699651431995162,0.12075244101730702,0.19566656339729868,0.3376998041484014
A-uniform,evidence,0.9730207430221014,locally absent,0.5138311205375266,0.5138311205375266,Dune system 1,Ancistrocerus ebusianus,Teucrium capitatum,0,0,2,3,0,locally absent,0.0700121723620731,0.0026617793784875035,0.19579808652719097,0.007444009969725165,0.18373230103591745,0.006985283180905745,0.5138311205375266,0.019535247008173485
A-uniform,evidence,0.5704496276223537,possibly forbidden,0.3110305311122695,0.3110305311122695,Dune system 1,Anthophora balearica,Asteriscus aquaticus,0,0,0,1,0,possibly forbidden,0.03029441830296105,0.04237953343759956,0.08472225523153938,0.11851984126537675,0.07950136377089319,0.11121622044593003,0.22233583643343052,0.3110305311122695
A-uniform,evidence,0.9905107615838435,model-elusive,0.5823748146990563,0.5823748146990563,Dune system 1,Anthophora balearica,Cakile maritima,0,1,1,1,0,model-elusive,0.22191702643548786,0.03457666698247817,0.016804121654941565,0.002618233164569156,0.5823748146990563,0.0907392296583673,0.04409890215351236,0.00687100525158735
