panel,x,category,y,run,pi_Y,kappa
a,2,Recurrent,0.11856122035342415,B-uniform,0.5420954794661755,0.5333663675457
a,3,Recurrent,0.13275665471299325,B-uniform,0.5420954794661755,0.5333663675457
a,4,Recurrent,0.1392926202588983,B-uniform,0.5420954794661755,0.5333663675457
a,5,Recurrent,0.14171100932130393,B-uniform,0.5420954794661755,0.5333663675457
a,6,Recurrent,0.14248381242119734,B-uniform,0.5420954794661755,0.5333663675457
a,7,Recurrent,0.14270598437032816,B-uniform,0.5420954794661755,0.5333663675457
a,8,Recurrent,0.1427646903794093,B-uniform,0.5420954794661755,0.5333663675457
a,9,Recurrent,0.14277912287713357,B-uniform,0.5420954794661755,0.5333663675457
a,10,Recurrent,0.14278245096969003,B-uniform,0.5420954794661755,0.5333663675457
a,0,Locally unique,0.07139168048607519,B-uniform,0.5420954794661755,0.5333663675457
a,1,Locally unique,0.04677605960998316,B-uniform,0.5420954794661755,0.5333663675457
a,2,Locally unique,0.02422214061872624,B-uniform,0.5420954794661755,0.5333663675457
a,3,Locally unique,0.010026706259157135,B-uniform,0.5420954794661755,0.5333663675457
a,4,Locally unique,0.0034907407132521175,B-uniform,0.5420954794661755,0.5333663675457
a,5,Locally unique,0.001072351650846475,B-uniform,0.5420954794661755,0.5333663675457
a,6,Locally unique,2.995485509530585e-4,B-uniform,0.5420954794661755,0.5333663675457
a,7,Locally unique,7.73766018222096e-5,B-uniform,0.5420954794661755,0.5333663675457
a,8,Locally unique,1.8670592741084852e-5,B-uniform,0.5420954794661755,0.5333663675457
a,9,Locally unique,4.2380950168206714e-6,B-uniform,0.5420954794661755,0.5333663675457
a,10,Locally unique,9.100024603828094e-7,B-uniform,0.5420954794661755,0.5333663675457
a,0,feasibility,0.631695767978692,B-uniform,0.5420954794661755,0.5333663675457
a,1,feasibility,0.7586858777613726,B-uniform,0.5420954794661755,0.5333663675457
a,2,feasibility,0.8750398248402047,B-uniform,0.5420954794661755,0.5333663675457
a,3,feasibility,0.9482729875058424,B-uniform,0.5420954794661755,0.5333663675457
a,4,feasibility,0.9819915350244403,B-uniform,0.5420954794661755,0.5333663675457
a,5,feasibility,0.9944678196600397,B-uniform,0.5420954794661755,0.5333663675457
a,6,feasibility,0.9984546518829546,B-uniform,0.5420954794661755,0.5333663675457
a,7,feasibility,0.9996008200154903,B-uniform,0.5420954794661755,0.5333663675457
a,8,feasibility,0.9999036798367251,B-uniform,0.5420954794661755,0.5333663675457
a,9,feasibility,0.9999781359911999,B-uniform,0.5420954794661755,0.5333663675457
a,10,feasibility,0.9999953053667454,B-uniform,0.5420954794661755,0.5333663675457
b,0.02,Possibly missing,0.01903347151383664,B-uniform,0.5420954794661755,0.5333663675457
b,0.022330827067669173,Possibly missing,0.02119654271528459,B-uniform,0.5420954794661755,0.5333663675457
b,0.024661654135338346,Possibly missing,0.023348280163375434,B-uniform,0.5420954794661755,0.5333663675457
b,0.02699248120300752,Possibly missing,0.025488731325087506,B-uniform,0.5420954794661755,0.5333663675457
b,0.029323308270676692,Possibly missing,0.027617943245656206,B-uniform,0.5420954794661755,0.5333663675457
b,0.031654135338345865,Possibly missing,0.029735962551852776,B-uniform,0.5420954794661755,0.5333663675457
b,0.033984962406015035,Possibly missing,0.03184283545522315,B-uniform,0.5420954794661755,0.5333663675457
b,0.03631578947368421,Possibly missing,0.03393860775528746,B-uniform,0.5420954794661755,0.5333663675457
b,0.03864661654135339,Possibly missing,0.03602332484270041,B-uniform,0.5420954794661755,0.5333663675457
b,0.04097744360902256,Possibly missing,0.0380970317023733,B-uniform,0.5420954794661755,0.5333663675457
b,0.043308270676691726,Possibly missing,0.040159772916557764,B-uniform,0.5420954794661755,0.5333663675457
b,0.0456390977443609,Possibly missing,0.04221159266789209,B-uniform,0.5420954794661755,0.5333663675457
b,0.04796992481203008,Possibly missing,0.04425253474241005,B-uniform,0.5420954794661755,0.5333663675457
b,0.05030075187969925,Possibly missing,0.04628264253251308,B-uniform,0.5420954794661755,0.5333663675457
b,0.05263157894736842,Possibly missing,0.04830195903990599,B-uniform,0.5420954794661755,0.5333663675457
b,0.0549624060150376,Possibly missing,0.05031052687849678,B-uniform,0.5420954794661755,0.5333663675457
b,0.05729323308270677,Possibly missing,0.05230838827726068,B-uniform,0.5420954794661755,0.5333663675457
b,0.05962406015037594,Possibly missing,0.054295585083069184,B-uniform,0.5420954794661755,0.5333663675457
b,0.06195488721804511,Possibly missing,0.056272158763484195,B-uniform,0.5420954794661755,0.5333663675457
b,0.0642857142857143,Possibly missing,0.0582381504095177,B-uniform,0.5420954794661755,0.5333663675457
b,0.06661654135338346,Possibly missing,0.06019360073835738,B-uniform,0.5420954794661755,0.5333663675457
b,0.06894736842105263,Possibly missing,0.062138550096058766,B-uniform,0.5420954794661755,0.5333663675457
b,0.0712781954887218,Possibly missing,0.06407303846020376,B-uniform,0.5420954794661755,0.5333663675457
b,0.07360902255639099,Possibly missing,0.06599710544252645,B-uniform,0.5420954794661755,0.5333663675457
b,0.07593984962406015,Possibly missing,0.06791079029150607,B-uniform,0.5420954794661755,0.5333663675457
b,0.07827067669172932,Possibly missing,0.06981413189492808,B-uniform,0.5420954794661755,0.5333663675457
b,0.0806015037593985,Possibly missing,0.07170716878241294,B-uniform,0.5420954794661755,0.5333663675457
b,0.08293233082706768,Possibly missing,0.07358993912791359,B-uniform,0.5420954794661755,0.5333663675457
b,0.08526315789473685,Possibly missing,0.0754624807521815,B-uniform,0.5420954794661755,0.5333663675457
b,0.08759398496240602,Possibly missing,0.07732483112520196,B-uniform,0.5420954794661755,0.5333663675457
b,0.0899248120300752,Possibly missing,0.0791770273685987,B-uniform,0.5420954794661755,0.5333663675457
b,0.09225563909774437,Possibly missing,0.08101910625800822,B-uniform,0.5420954794661755,0.5333663675457
b,0.09458646616541354,Possibly missing,0.08285110422542415,B-uniform,0.5420954794661755,0.5333663675457
b,0.09691729323308271,Possibly missing,0.08467305736151208,B-uniform,0.5420954794661755,0.5333663675457
b,0.09924812030075188,Possibly missing,0.08648500141789488,B-uniform,0.5420954794661755,0.5333663675457
b,0.10157894736842106,Possibly missing,0.08828697180940899,B-uniform,0.5420954794661755,0.5333663675457
b,0.10390977443609023,Possibly missing,0.09007900361633205,B-uniform,0.5420954794661755,0.5333663675457
b,0.1062406015037594,Possibly missing,0.09186113158658192,B-uniform,0.5420954794661755,0.5333663675457
b,0.10857142857142858,Possibly missing,0.09363339013788763,B-uniform,0.5420954794661755,0.5333663675457
b,0.11090225563909775,Possibly missing,0.09539581335993226,B-uniform,0.5420954794661755,0.5333663675457
b,0.11323308270676692,Possibly missing,0.09714843501646848,B-uniform,0.5420954794661755,0.5333663675457
b,0.11556390977443609,Possibly missing,0.0988912885474062,B-uniform,0.5420954794661755,0.5333663675457
b,0.11789473684210526,Possibly missing,0.10062440707087372,B-uniform,0.5420954794661755,0.5333663675457
b,0.12022556390977444,Possibly missing,0.10234782338525161,B-uniform,0.5420954794661755,0.5333663675457
b,0.12255639097744361,Possibly missing,0.1040615699711802,B-uniform,0.5420954794661755,0.5333663675457
b,0.12488721804511278,Possibly missing,0.10576567899354058,B-uniform,0.5420954794661755,0.5333663675457
b,0.12721804511278195,Possibly missing,0.10746018230340984,B-uniform,0.5420954794661755,0.5333663675457
b,0.12954887218045114,Possibly missing,0.10914511143999006,B-uniform,0.5420954794661755,0.5333663675457
b,0.1318796992481203,Possibly missing,0.11082049763251188,B-uniform,0.5420954794661755,0.5333663675457
b,0.13421052631578947,Possibly missing,0.11248637180211292,B-uniform,0.5420954794661755,0.5333663675457
b,0.13654135338345863,Possibly missing,0.11414276456369071,B-uniform,0.5420954794661755,0.5333663675457
b,0.1388721804511278,Possibly missing,0.11578970622773099,B-uniform,0.5420954794661755,0.5333663675457
b,0.141203007518797,Possibly missing,0.11742722680211114,B-uniform,0.5420954794661755,0.5333663675457
b,0.14353383458646615,Possibly missing,0.1190553559938794,B-uniform,0.5420954794661755,0.5333663675457
b,0.14586466165413534,Possibly missing,0.12067412321100955,B-uniform,0.5420954794661755,0.5333663675457
b,0.1481954887218045,Possibly missing,0.12228355756413194,B-uniform,0.5420954794661755,0.5333663675457
b,0.15052631578947367,Possibly missing,0.1238836878682403,B-uniform,0.5420954794661755,0.5333663675457
b,0.15285714285714286,Possibly missing,0.12547454264437538,B-uniform,0.5420954794661755,0.5333663675457
b,0.155187969924812,Possibly missing,0.12705615012128468,B-uniform,0.5420954794661755,0.5333663675457
b,0.1575187969924812,Possibly missing,0.1286285382370597,B-uniform,0.5420954794661755,0.5333663675457
b,0.15984962406015038,Possibly missing,0.13019173464074923,B-uniform,0.5420954794661755,0.5333663675457
b,0.16218045112781954,Possibly missing,0.1317457666939509,B-uniform,0.5420954794661755,0.5333663675457
b,0.16451127819548872,Possibly missing,0.13329066147237928,B-uniform,0.5420954794661755,0.5333663675457
b,0.16684210526315787,Possibly missing,0.13482644576741182,B-uniform,0.5420954794661755,0.5333663675457
b,0.16917293233082706,Possibly missing,0.1363531460876127,B-uniform,0.5420954794661755,0.5333663675457
b,0.17150375939849624,Possibly missing,0.1378707886602345,B-uniform,0.5420954794661755,0.5333663675457
b,0.1738345864661654,Possibly missing,0.1393793994326978,B-uniform,0.5420954794661755,0.5333663675457
b,0.17616541353383458,Possibly missing,0.1408790040740494,B-uniform,0.5420954794661755,0.5333663675457
b,0.17849624060150374,Possibly missing,0.14236962797639868,B-uniform,0.5420954794661755,0.5333663675457
b,0.18082706766917292,Possibly missing,0.1438512962563328,B-uniform,0.5420954794661755,0.5333663675457
b,0.1831578947368421,Possibly missing,0.14532403375631045,B-uniform,0.5420954794661755,0.5333663675457
b,0.18548872180451126,Possibly missing,0.14678786504603492,B-uniform,0.5420954794661755,0.5333663675457
b,0.18781954887218044,Possibly missing,0.14824281442380585,B-uniform,0.5420954794661755,0.5333663675457
b,0.19015037593984963,Possibly missing,0.1496889059178505,B-uniform,0.5420954794661755,0.5333663675457
b,0.19248120300751878,Possibly missing,0.1511261632876343,B-uniform,0.5420954794661755,0.5333663675457
b,0.19481203007518796,Possibly missing,0.15255461002515114,B-uniform,0.5420954794661755,0.5333663675457
b,0.19714285714285715,Possibly missing,0.153974269356193,B-uniform,0.5420954794661755,0.5333663675457
b,0.1994736842105263,Possibly missing,0.1553851642415999,B-uniform,0.5420954794661755,0.5333663675457
b,0.2018045112781955,Possibly missing,0.15678731737848955,B-uniform,0.5420954794661755,0.5333663675457
b,0.20413533834586464,Possibly missing,0.15818075120146702,B-uniform,0.5420954794661755,0.5333663675457
b,0.20646616541353383,Possibly missing,0.159565487883815,B-uniform,0.5420954794661755,0.5333663675457
b,0.208796992481203,Possibly missing,0.16094154933866414,B-uniform,0.5420954794661755,0.5333663675457
b,0.21112781954887216,Possibly missing,0.16230895722014427,B-uniform,0.5420954794661755,0.5333663675457
b,0.21345864661654135,Possibly missing,0.16366773292451567,B-uniform,0.5420954794661755,0.5333663675457
b,0.2157894736842105,Possibly missing,0.1650178975912818,B-uniform,0.5420954794661755,0.5333663675457
b,0.2181203007518797,Possibly missing,0.16635947210428254,B-uniform,0.5420954794661755,0.5333663675457
b,0.22045112781954887,Possibly missing,0.16769247709276844,B-uniform,0.5420954794661755,0.5333663675457
b,0.22278195488721803,Possibly missing,0.16901693293245607,B-uniform,0.5420954794661755,0.5333663675457
b,0.2251127819548872,Possibly missing,0.170332859746565,B-uniform,0.5420954794661755,0.5333663675457
b,0.2274436090225564,Possibly missing,0.17164027740683563,B-uniform,0.5420954794661755,0.5333663675457
b,0.22977443609022555,Possibly missing,0.17293920553452855,B-uniform,0.5420954794661755,0.5333663675457
b,0.23210526315789473,Possibly missing,0.17422966350140595,B-uniform,0.5420954794661755,0.5333663675457
b,0.23443609022556391,Possibly missing,0.175511670430694,B-uniform,0.5420954794661755,0.5333663675457
b,0.23676691729323307,Possibly missing,0.1767852451980275,B-uniform,0.5420954794661755,0.5333663675457
b,0.23909774436090225,Possibly missing,0.17805040643237624,B-uniform,0.5420954794661755,0.5333663675457
b,0.2414285714285714,Possibly missing,0.17930717251695336,B-uniform,0.5420954794661755,0.5333663675457
b,0.2437593984962406,Possibly missing,0.18055556159010544,B-uniform,0.5420954794661755,0.5333663675457
b,0.24609022556390978,Possibly missing,0.1817955915461854,B-uniform,0.5420954794661755,0.5333663675457
b,0.24842105263157893,Possibly missing,0.18302728003640698,B-uniform,0.5420954794661755,0.5333663675457
b,0.2507518796992481,Possibly missing,0.1842506444696819,B-uniform,0.5420954794661755,0.5333663675457
b,0.2530827067669173,Possibly missing,0.1854657020134392,B-uniform,0.5420954794661755,0.5333663675457
b,0.2554135338345865,Possibly missing,0.18667246959442751,B-uniform,0.5420954794661755,0.5333663675457
b,0.25774436090225566,Possibly missing,0.1878709638994991,B-uniform,0.5420954794661755,0.5333663675457
b,0.2600751879699248,Possibly missing,0.18906120137637736,B-uniform,0.5420954794661755,0.5333663675457
b,0.262406015037594,Possibly missing,0.1902431982344066,B-uniform,0.5420954794661755,0.5333663675457
b,0.26473684210526316,Possibly missing,0.19141697044528452,B-uniform,0.5420954794661755,0.5333663675457
b,0.26706766917293234,Possibly missing,0.19258253374377785,B-uniform,0.5420954794661755,0.5333663675457
b,0.2693984962406015,Possibly missing,0.1937399036284208,B-uniform,0.5420954794661755,0.5333663675457
b,0.2717293233082707,Possibly missing,0.19488909536219623,B-uniform,0.5420954794661755,0.5333663675457
b,0.2740601503759399,Possibly missing,0.19603012397320033,B-uniform,0.5420954794661755,0.5333663675457
b,0.276390977443609,Possibly missing,0.19716300425528993,B-uniform,0.5420954794661755,0.5333663675457
b,0.2787218045112782,Possibly missing,0.19828775076871352,B-uniform,0.5420954794661755,0.5333663675457
b,0.2810526315789474,Possibly missing,0.19940437784072482,B-uniform,0.5420954794661755,0.5333663675457
b,0.28338345864661657,Possibly missing,0.2005128995661801,B-uniform,0.5420954794661755,0.5333663675457
b,0.28571428571428575,Possibly missing,0.20161332980811877,B-uniform,0.5420954794661755,0.5333663675457
b,0.2880451127819549,Possibly missing,0.20270568219832727,B-uniform,0.5420954794661755,0.5333663675457
b,0.29037593984962407,Possibly missing,0.20378997013788627,B-uniform,0.5420954794661755,0.5333663675457
b,0.29270676691729325,Possibly missing,0.2048662067977015,B-uniform,0.5420954794661755,0.5333663675457
b,0.29503759398496243,Possibly missing,0.20593440511901795,B-uniform,0.5420954794661755,0.5333663675457
b,0.2973684210526316,Possibly missing,0.20699457781391786,B-uniform,0.5420954794661755,0.5333663675457
b,0.2996992481203008,Possibly missing,0.20804673736580181,B-uniform,0.5420954794661755,0.5333663675457
b,0.3020300751879699,Possibly missing,0.20909089602985406,B-uniform,0.5420954794661755,0.5333663675457
b,0.3043609022556391,Possibly missing,0.21012706583349114,B-uniform,0.5420954794661755,0.5333663675457
b,0.3066917293233083,Possibly missing,0.2111552585767939,B-uniform,0.5420954794661755,0.5333663675457
b,0.3090225563909775,Possibly missing,0.21217548583292395,B-uniform,0.5420954794661755,0.5333663675457
b,0.31135338345864666,Possibly missing,0.21318775894852332,B-uniform,0.5420954794661755,0.5333663675457
b,0.3136842105263158,Possibly missing,0.2141920890440979,B-uniform,0.5420954794661755,0.5333663675457
b,0.31601503759398497,Possibly missing,0.21518848701438484,B-uniform,0.5420954794661755,0.5333663675457
b,0.31834586466165415,Possibly missing,0.2161769635287037,B-uniform,0.5420954794661755,0.5333663675457
b,0.32067669172932334,Possibly missing,0.21715752903129157,B-uniform,0.5420954794661755,0.5333663675457
b,0.3230075187969925,Possibly missing,0.2181301937416215,B-uniform,0.5420954794661755,0.5333663675457
b,0.32533834586466165,Possibly missing,0.21909496765470546,B-uniform,0.5420954794661755,0.5333663675457
b,0.32766917293233083,Possibly missing,0.2200518605413808,B-uniform,0.5420954794661755,0.5333663675457
b,0.33,Possibly missing,0.22100088194858045,B-uniform,0.5420954794661755,0.5333663675457
b,0.3323308270676692,Possibly missing,0.2219420411995873,B-uniform,0.5420954794661755,0.5333663675457
b,0.3346616541353384,Possibly missing,0.22287534739427245,B-uniform,0.5420954794661755,0.5333663675457
b,0.3369924812030075,Possibly missing,0.22380080940931701,B-uniform,0.5420954794661755,0.5333663675457
b,0.3393233082706767,Possibly missing,0.22471843589841814,B-uniform,0.5420954794661755,0.5333663675457
b,0.3416541353383459,Possibly missing,0.22562823529247886,B-uniform,0.5420954794661755,0.5333663675457
b,0.34398496240601506,Possibly missing,0.22653021579978158,B-uniform,0.5420954794661755,0.5333663675457
b,0.34631578947368424,Possibly missing,0.22742438540614576,B-uniform,0.5420954794661755,0.5333663675457
b,0.3486466165413534,Possibly missing,0.22831075187506933,B-uniform,0.5420954794661755,0.5333663675457
b,0.35097744360902255,Possibly missing,0.22918932274785375,B-uniform,0.5420954794661755,0.5333663675457
b,0.35330827067669174,Possibly missing,0.2300601053437135,B-uniform,0.5420954794661755,0.5333663675457
b,0.3556390977443609,Possibly missing,0.23092310675986852,B-uniform,0.5420954794661755,0.5333663675457
b,0.3579699248120301,Possibly missing,0.23177833387162133,B-uniform,0.5420954794661755,0.5333663675457
b,0.3603007518796993,Possibly missing,0.23262579333241729,B-uniform,0.5420954794661755,0.5333663675457
b,0.3626315789473684,Possibly missing,0.2334654915738891,B-uniform,0.5420954794661755,0.5333663675457
b,0.3649624060150376,Possibly missing,0.23429743480588447,B-uniform,0.5420954794661755,0.5333663675457
b,0.3672932330827068,Possibly missing,0.23512162901647832,B-uniform,0.5420954794661755,0.5333663675457
b,0.36962406015037597,Possibly missing,0.23593807997196797,B-uniform,0.5420954794661755,0.5333663675457
b,0.37195488721804515,Possibly missing,0.23674679321685202,B-uniform,0.5420954794661755,0.5333663675457
b,0.37428571428571433,Possibly missing,0.23754777407379338,B-uniform,0.5420954794661755,0.5333663675457
b,0.37661654135338346,Possibly missing,0.23834102764356535,B-uniform,0.5420954794661755,0.5333663675457
b,0.37894736842105264,Possibly missing,0.2391265588049816,B-uniform,0.5420954794661755,0.5333663675457
b,0.3812781954887218,Possibly missing,0.2399043722148092,B-uniform,0.5420954794661755,0.5333663675457
b,0.383609022556391,Possibly missing,0.2406744723076659,B-uniform,0.5420954794661755,0.5333663675457
b,0.3859398496240602,Possibly missing,0.24143686329589975,B-uniform,0.5420954794661755,0.5333663675457
b,0.3882706766917293,Possibly missing,0.24219154916945318,B-uniform,0.5420954794661755,0.5333663675457
b,0.3906015037593985,Possibly missing,0.24293853369570975,B-uniform,0.5420954794661755,0.5333663675457
b,0.3929323308270677,Possibly missing,0.24367782041932418,B-uniform,0.5420954794661755,0.5333663675457
b,0.39526315789473687,Possibly missing,0.2444094126620359,B-uniform,0.5420954794661755,0.5333663675457
b,0.39759398496240606,Possibly missing,0.24513331352246534,B-uniform,0.5420954794661755,0.5333663675457
b,0.3999248120300752,Possibly missing,0.24584952587589398,B-uniform,0.5420954794661755,0.5333663675457
b,0.40225563909774437,Possibly missing,0.2465580523740267,B-uniform,0.5420954794661755,0.5333663675457
b,0.40458646616541355,Possibly missing,0.2472588954447373,B-uniform,0.5420954794661755,0.5333663675457
b,0.40691729323308273,Possibly missing,0.24795205729179745,B-uniform,0.5420954794661755,0.5333663675457
b,0.4092481203007519,Possibly missing,0.24863753989458773,B-uniform,0.5420954794661755,0.5333663675457
b,0.41157894736842104,Possibly missing,0.24931534500779176,B-uniform,0.5420954794661755,0.5333663675457
b,0.4139097744360902,Possibly missing,0.24998547416107308,B-uniform,0.5420954794661755,0.5333663675457
b,0.4162406015037594,Possibly missing,0.25064792865873453,B-uniform,0.5420954794661755,0.5333663675457
b,0.4185714285714286,Possibly missing,0.2513027095793603,B-uniform,0.5420954794661755,0.5333663675457
b,0.4209022556390978,Possibly missing,0.25194981777544,B-uniform,0.5420954794661755,0.5333663675457
b,0.42323308270676696,Possibly missing,0.25258925387297576,B-uniform,0.5420954794661755,0.5333663675457
b,0.4255639097744361,Possibly missing,0.2532210182710708,B-uniform,0.5420954794661755,0.5333663675457
b,0.42789473684210527,Possibly missing,0.25384511114150116,B-uniform,0.5420954794661755,0.5333663675457
b,0.43022556390977446,Possibly missing,0.2544615324282682,B-uniform,0.5420954794661755,0.5333663675457
b,0.43255639097744364,Possibly missing,0.25507028184713443,B-uniform,0.5420954794661755,0.5333663675457
b,0.4348872180451128,Possibly missing,0.2556713588851405,B-uniform,0.5420954794661755,0.5333663675457
b,0.43721804511278195,Possibly missing,0.25626476280010385,B-uniform,0.5420954794661755,0.5333663675457
b,0.43954887218045113,Possibly missing,0.2568504926200998,B-uniform,0.5420954794661755,0.5333663675457
b,0.4418796992481203,Possibly missing,0.257428547142923,B-uniform,0.5420954794661755,0.5333663675457
b,0.4442105263157895,Possibly missing,0.2579989249355316,B-uniform,0.5420954794661755,0.5333663675457
b,0.4465413533834587,Possibly missing,0.2585616243334719,B-uniform,0.5420954794661755,0.5333663675457
b,0.44887218045112787,Possibly missing,0.2591166434402847,B-uniform,0.5420954794661755,0.5333663675457
b,0.451203007518797,Possibly missing,0.25966398012689235,B-uniform,0.5420954794661755,0.5333663675457
b,0.4535338345864662,Possibly missing,0.2602036320309675,B-uniform,0.5420954794661755,0.5333663675457
b,0.45586466165413536,Possibly missing,0.2607355965562815,B-uniform,0.5420954794661755,0.5333663675457
b,0.45819548872180454,Possibly missing,0.26125987087203484,B-uniform,0.5420954794661755,0.5333663675457
b,0.46052631578947373,Possibly missing,0.2617764519121675,B-uniform,0.5420954794661755,0.5333663675457
b,0.46285714285714286,Possibly missing,0.26228533637464935,B-uniform,0.5420954794661755,0.5333663675457
b,0.46518796992481204,Possibly missing,0.26278652072075226,B-uniform,0.5420954794661755,0.5333663675457
b,0.4675187969924812,Possibly missing,0.26328000117430067,B-uniform,0.5420954794661755,0.5333663675457
b,0.4698496240601504,Possibly missing,0.2637657737209036,B-uniform,0.5420954794661755,0.5333663675457
b,0.4721804511278196,Possibly missing,0.26424383410716556,B-uniform,0.5420954794661755,0.5333663675457
b,0.4745112781954887,Possibly missing,0.264714177839878,B-uniform,0.5420954794661755,0.5333663675457
b,0.4768421052631579,Possibly missing,0.2651768001851896,B-uniform,0.5420954794661755,0.5333663675457
b,0.4791729323308271,Possibly missing,0.2656316961677565,B-uniform,0.5420954794661755,0.5333663675457
b,0.48150375939849627,Possibly missing,0.26607886056987134,B-uniform,0.5420954794661755,0.5333663675457
b,0.48383458646616545,Possibly missing,0.26651828793057225,B-uniform,0.5420954794661755,0.5333663675457
b,0.4861654135338346,Possibly missing,0.26694997254472935,B-uniform,0.5420954794661755,0.5333663675457
b,0.48849624060150376,Possibly missing,0.2673739084621115,B-uniform,0.5420954794661755,0.5333663675457
b,0.49082706766917295,Possibly missing,0.2677900894864305,B-uniform,0.5420954794661755,0.5333663675457
b,0.49315789473684213,Possibly missing,0.2681985091743642,B-uniform,0.5420954794661755,0.5333663675457
b,0.4954887218045113,Possibly missing,0.2685991608345578,B-uniform,0.5420954794661755,0.5333663675457
b,0.4978195488721805,Possibly missing,0.26899203752660267,B-uniform,0.5420954794661755,0.5333663675457
b,0.5001503759398496,Possibly missing,0.26937713205999403,B-uniform,0.5420954794661755,0.5333663675457
b,0.5024812030075188,Possibly missing,0.26975443699306506,B-uniform,0.5420954794661755,0.5333663675457
b,0.5048120300751879,Possibly missing,0.27012394463189926,B-uniform,0.5420954794661755,0.5333663675457
b,0.5071428571428571,Possibly missing,0.2704856470292195,B-uniform,0.5420954794661755,0.5333663675457
b,0.5094736842105263,Possibly missing,0.2708395359832545,B-uniform,0.5420954794661755,0.5333663675457
b,0.5118045112781955,Possibly missing,0.27118560303658185,B-uniform,0.5420954794661755,0.5333663675457
b,0.5141353383458647,Possibly missing,0.2715238394749477,B-uniform,0.5420954794661755,0.5333663675457
b,0.5164661654135339,Possibly missing,0.27185423632606276,B-uniform,0.5420954794661755,0.5333663675457
b,0.518796992481203,Possibly missing,0.2721767843583745,B-uniform,0.5420954794661755,0.5333663675457
b,0.5211278195488722,Possibly missing,0.272491474079815,B-uniform,0.5420954794661755,0.5333663675457
b,0.5234586466165414,Possibly missing,0.2727982957365249,B-uniform,0.5420954794661755,0.5333663675457
b,0.5257894736842106,Possibly missing,0.2730972393115524,B-uniform,0.5420954794661755,0.5333663675457
b,0.5281203007518798,Possibly missing,0.27338829452352764,B-uniform,0.5420954794661755,0.5333663675457
b,0.5304511278195488,Possibly missing,0.2736714508253117,B-uniform,0.5420954794661755,0.5333663675457
b,0.532781954887218,Possibly missing,0.27394669740262084,B-uniform,0.5420954794661755,0.5333663675457
b,0.5351127819548872,Possibly missing,0.2742140231726246,B-uniform,0.5420954794661755,0.5333663675457
b,0.5374436090225564,Possibly missing,0.2744734167825184,B-uniform,0.5420954794661755,0.5333663675457
b,0.5397744360902256,Possibly missing,0.2747248666080697,B-uniform,0.5420954794661755,0.5333663675457
b,0.5421052631578948,Possibly missing,0.2749683607521384,B-uniform,0.5420954794661755,0.5333663675457
b,0.5444360902255639,Possibly missing,0.27520388704316945,B-uniform,0.5420954794661755,0.5333663675457
b,0.5467669172932331,Possibly missing,0.27543143303365974,B-uniform,0.5420954794661755,0.5333663675457
b,0.5490977443609023,Possibly missing,0.275650985998597,B-uniform,0.5420954794661755,0.5333663675457
b,0.5514285714285715,Possibly missing,0.2758625329338715,B-uniform,0.5420954794661755,0.5333663675457
b,0.5537593984962407,Possibly missing,0.2760660605546595,B-uniform,0.5420954794661755,0.5333663675457
b,0.5560902255639097,Possibly missing,0.2762615552937789,B-uniform,0.5420954794661755,0.5333663675457
b,0.5584210526315789,Possibly missing,0.27644900330001665,B-uniform,0.5420954794661755,0.5333663675457
b,0.5607518796992481,Possibly missing,0.27662839043642645,B-uniform,0.5420954794661755,0.5333663675457
